Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
126.475151 30.16 53.42 18.87 40.56 28.54 50.52 19.46 40.12 1.09 2.61 -0.33 0.21 1.29 2.61 -0.13 0.45 
127.579277 30.22 53.47 18.93 40.60 28.60 50.56 19.52 40.16 1.10 2.62 -0.33 0.21 1.29 2.61 -0.13 0.46 
71.940640 21.95 39.88 12.51 27.66 21.53 37.83 13.47 27.70 1.21 2.13 -0.07 0.24 1.41 2.33 0.14 0.51 
199.769056 25.70 43.51 12.63 29.03 23.88 41.67 13.61 29.36 1.52 2.78 0.21 0.63 1.64 2.81 0.38 0.85 
286.468726 24.34 47.97 23.60 43.93 24.22 45.21 22.85 42.64 1.10 2.02 0.01 0.75 1.32 2.35 0.50 1.05 
142.315680 28.84 52.63 15.62 37.40 28.08 54.47 16.73 38.37 1.81 3.14 0.01 0.27 1.91 4.04 0.20 0.50 
70.870283 21.95 39.88 12.51 27.66 20.87 37.11 13.32 27.14 1.21 2.13 -0.07 0.24 1.33 2.32 0.14 0.58 
74.939266 21.95 39.88 12.51 27.66 22.32 39.32 14.80 29.31 1.21 2.13 -0.07 0.24 1.38 2.44 0.16 0.59 
71.974273 21.95 39.88 12.51 27.66 21.48 38.42 13.34 27.60 1.21 2.13 -0.07 0.24 1.36 2.30 0.13 0.50 
71.122352 21.95 40.91 12.51 28.58 20.87 39.61 13.32 28.09 1.21 2.12 -0.07 0.22 1.33 2.60 0.14 0.57 
69.628721 21.95 39.61 12.51 27.34 20.87 36.78 13.32 26.83 1.21 2.12 -0.07 0.23 1.33 2.34 0.14 0.58 
70.326624 21.95 39.72 12.51 27.48 20.87 36.90 13.32 26.96 1.21 2.12 -0.07 0.23 1.33 2.34 0.14 0.58 
19.115209 12.54 19.54 0.74 5.32 10.78 16.93 1.83 5.67 1.19 1.91 -0.09 0.11 1.25 2.03 0.11 0.42 
5.348948 3.02 5.81 0.47 0.48 2.72 3.32 0.88 -0.46 0.58 1.01 -0.24 -0.06 0.63 0.98 -0.09 0.16 
5.399185 3.01 5.79 0.45 0.43 2.70 3.29 0.85 -0.51 0.58 1.01 -0.24 -0.06 0.63 0.98 -0.09 0.16 
80.266640 -8.88 -18.20 -9.73 -20.74 -9.40 -19.44 -10.16 -21.56 0.04 0.30 -0.21 -0.25 0.22 0.13 -0.14 -0.12 
8.659272 4.36 8.30 -0.32 0.73 4.56 5.74 0.39 0.02 0.77 1.39 -0.21 -0.15 0.77 1.36 -0.14 0.06 
