Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
32.452841 16.81 26.02 0.52 8.07 15.16 28.09 1.00 8.99 1.36 2.30 0.01 0.14 1.78 2.87 0.16 0.30 
32.881676 16.87 26.11 0.58 8.16 15.23 28.25 1.09 9.14 1.37 2.30 0.01 0.14 1.78 2.88 0.16 0.30 
159.640674 10.64 14.46 -4.88 -2.75 9.62 16.63 -4.07 -1.30 1.75 2.91 0.33 0.60 1.89 3.00 0.36 0.64 
115.450016 17.96 28.61 0.50 8.97 17.23 31.06 0.96 9.81 1.60 2.66 0.26 0.48 2.03 3.47 0.40 0.62 
78.811210 22.40 40.85 12.38 28.15 22.01 41.60 12.72 28.74 1.15 2.19 -0.05 0.26 1.51 2.45 0.11 0.42 
83.954726 23.27 36.55 3.14 15.83 20.67 38.48 3.77 17.01 1.58 3.26 0.11 0.31 2.37 4.00 0.27 0.50 
33.003006 16.81 26.02 0.52 8.07 15.90 30.04 2.05 11.01 1.36 2.30 0.01 0.14 1.73 3.00 0.16 0.31 
32.466216 16.81 26.02 0.52 8.07 15.14 27.89 0.79 8.69 1.36 2.30 0.01 0.14 1.78 2.74 0.14 0.28 
32.400284 16.81 26.02 0.52 8.07 15.09 28.04 1.06 9.01 1.36 2.30 0.01 0.14 1.78 2.92 0.17 0.31 
32.801102 16.81 26.90 0.52 8.81 15.09 25.95 1.06 9.76 1.36 2.31 0.01 0.14 1.78 2.80 0.17 0.31 
30.799350 16.81 25.75 0.52 7.76 15.09 25.59 1.06 8.69 1.36 2.25 0.01 0.13 1.78 1.95 0.17 0.31 
30.901133 16.81 25.89 0.52 7.91 15.09 25.98 1.06 8.84 1.36 2.25 0.01 0.13 1.78 2.06 0.17 0.31 
44.307442 16.45 25.84 0.91 8.79 14.57 23.88 0.93 8.86 1.04 1.57 -0.38 -0.40 1.27 1.40 -0.24 -0.31 
63.548121 11.38 15.50 -3.92 -1.70 10.09 15.79 -3.21 -0.39 1.53 2.19 0.08 0.31 1.68 2.01 0.21 0.45 
