Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
8.021772 7.60 12.86 6.87 8.37 7.18 12.26 5.04 8.09 -0.10 1.04 -0.14 0.09 0.59 0.64 -0.23 0.15 
8.654370 7.66 12.93 6.92 8.43 7.24 12.32 5.09 8.16 -0.09 1.04 -0.14 0.09 0.59 0.64 -0.23 0.17 
58.440541 0.04 -2.00 1.41 -2.95 0.24 -1.02 -1.31 -2.62 0.21 1.00 0.05 0.35 0.60 0.48 -0.02 0.42 
174.711286 12.11 18.08 6.70 9.43 11.31 17.87 6.71 8.85 0.16 2.15 0.18 0.71 0.75 1.93 0.32 1.05 
8.322555 8.00 15.18 11.69 13.29 7.64 13.84 6.91 12.08 0.01 0.44 -0.15 -0.18 0.40 0.63 -0.15 -0.09 
37.195821 20.79 38.00 12.48 26.24 20.70 36.86 12.97 26.28 0.67 1.79 -0.31 -0.01 1.10 2.02 -0.10 0.16 
8.025906 7.60 12.86 6.87 8.37 7.50 11.99 5.09 8.02 -0.10 1.04 -0.14 0.09 0.50 0.58 -0.18 0.61 
8.090576 7.60 12.86 6.87 8.37 7.57 13.66 5.87 9.08 -0.10 1.04 -0.14 0.09 0.57 0.92 -0.27 0.08 
8.021609 7.60 12.86 6.87 8.37 7.06 12.07 4.96 7.86 -0.10 1.04 -0.14 0.09 0.59 0.69 -0.25 0.16 
3.825467 7.60 13.90 6.87 9.37 7.06 13.24 4.96 8.79 -0.10 1.03 -0.14 0.02 0.59 0.65 -0.25 0.01 
14.447739 7.60 13.76 6.87 9.32 7.06 12.97 4.96 8.79 -0.10 1.04 -0.14 0.15 0.59 0.71 -0.25 0.25 
2.282476 7.60 13.94 6.87 9.34 7.06 13.27 4.96 8.76 -0.10 1.02 -0.14 -0.04 0.59 0.63 -0.25 -0.03 
106.728774 3.03 5.99 5.12 4.31 2.26 4.37 1.72 3.08 -0.36 -0.14 -0.48 -0.65 0.16 -0.04 -0.41 -0.64 
5.260292 2.86 4.86 3.96 2.63 2.76 6.34 1.17 2.29 0.04 0.62 -0.10 -0.13 0.55 0.42 -0.21 -0.09 
2.264764 7.59 13.93 6.86 9.32 7.05 13.26 4.95 8.74 -0.10 1.02 -0.14 -0.04 0.59 0.63 -0.25 -0.03 
40.555462 7.55 12.85 5.65 6.92 6.96 12.40 4.21 6.47 -0.07 1.29 0.05 0.31 0.65 0.92 -0.14 0.45 
5.930603 7.17 12.65 4.30 6.13 6.57 12.09 3.77 5.72 -0.08 1.07 -0.18 0.06 0.58 0.86 -0.19 0.13 
26.350919 14.57 27.89 10.05 19.31 14.08 26.63 10.12 18.92 0.26 1.13 -0.22 0.16 0.77 1.42 -0.03 0.26 
2.259198 7.59 13.93 6.86 9.32 6.91 13.11 4.88 8.51 -0.10 1.02 -0.14 -0.04 0.59 0.65 -0.25 -0.03 
4.903157 7.49 13.68 6.83 9.21 6.81 12.81 4.79 8.43 -0.10 1.03 -0.13 0.04 0.59 0.68 -0.25 0.07 
2.261885 7.59 13.92 6.86 9.32 6.76 12.70 4.67 8.17 -0.10 1.02 -0.14 -0.04 0.59 0.63 -0.25 -0.03 
2.958939 7.56 13.50 6.85 8.95 6.84 12.59 4.83 8.08 -0.10 1.04 -0.14 -0.01 0.59 0.67 -0.25 0.02 
