Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
19.524471 16.46 28.08 5.05 14.00 15.77 29.28 5.51 14.55 0.95 1.87 -0.09 0.07 1.36 2.15 0.08 0.25 
20.011671 16.52 28.16 5.11 14.08 15.84 29.44 5.58 14.65 0.95 1.87 -0.09 0.08 1.36 2.18 0.09 0.25 
130.264030 10.04 16.74 -0.32 3.72 9.99 17.58 0.52 4.94 1.18 2.31 0.22 0.58 1.41 2.51 0.31 0.66 
91.305370 19.23 30.03 4.96 14.70 17.72 33.84 5.42 15.29 1.46 2.03 0.19 0.41 1.56 3.27 0.35 0.60 
144.850734 19.56 38.20 16.19 30.94 19.64 37.17 16.24 30.92 0.66 1.55 -0.01 0.53 1.08 1.68 0.12 0.66 
70.759206 24.44 42.52 8.59 24.81 22.99 43.76 9.24 25.74 1.79 2.67 -0.03 0.13 1.96 3.30 0.15 0.31 
20.505596 16.46 28.08 5.05 14.00 16.20 31.56 6.46 15.35 0.95 1.87 -0.09 0.07 1.39 2.48 0.11 0.23 
19.680237 16.46 28.08 5.05 14.00 15.94 29.60 5.43 14.65 0.95 1.87 -0.09 0.07 1.36 2.07 0.06 0.21 
19.436244 16.46 28.08 5.05 14.00 15.66 29.20 5.49 14.39 0.95 1.87 -0.09 0.07 1.37 2.20 0.10 0.26 
19.231337 16.46 29.21 5.05 14.90 15.66 28.79 5.49 15.28 0.95 1.92 -0.09 0.06 1.37 2.16 0.10 0.25 
19.178321 16.46 28.70 5.05 14.55 15.66 28.86 5.49 14.95 0.95 1.80 -0.09 0.07 1.37 2.19 0.10 0.25 
19.255058 16.46 28.85 5.05 14.72 15.66 30.61 5.49 15.10 0.95 1.83 -0.09 0.06 1.37 2.26 0.10 0.25 
33.610810 13.33 20.20 -0.17 5.31 11.49 23.59 -0.02 5.26 0.86 1.28 -0.35 -0.36 1.04 2.25 -0.20 -0.24 
37.325416 11.09 18.12 -0.29 4.20 10.55 18.70 0.37 5.04 1.09 1.76 0.02 0.25 1.41 2.45 0.19 0.43 
19.130162 16.46 28.68 5.04 14.53 15.65 28.84 5.47 14.93 0.95 1.80 -0.09 0.07 1.37 2.19 0.10 0.25 
