Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
16.662581 8.85 12.82 -2.40 -1.13 7.97 12.31 -2.75 -1.86 0.83 1.51 -0.04 0.09 1.21 1.77 0.09 0.21 
17.001807 8.91 12.91 -2.35 -1.04 8.05 12.44 -2.67 -1.72 0.83 1.52 -0.04 0.09 1.22 1.77 0.09 0.21 
103.167996 2.81 2.33 -7.53 -10.56 2.43 3.95 -7.55 -10.80 0.91 1.75 0.22 0.44 1.14 2.00 0.25 0.45 
86.317026 11.34 14.50 -2.56 -0.57 9.93 12.88 -2.91 -1.29 1.41 1.99 0.23 0.42 1.51 2.24 0.36 0.54 
82.225697 12.11 23.20 8.66 15.96 11.63 22.32 8.04 14.97 0.48 1.20 0.03 0.46 0.89 1.38 0.12 0.52 
42.262345 18.33 28.69 1.39 10.32 15.74 28.83 1.20 9.88 1.38 2.44 0.03 0.19 1.87 2.67 0.18 0.35 
15.592761 8.85 12.82 -2.40 -1.13 8.97 14.30 -1.71 0.19 0.83 1.51 -0.04 0.09 1.22 1.79 0.09 0.21 
15.727383 8.85 12.82 -2.40 -1.13 8.94 14.15 -1.88 -0.01 0.83 1.51 -0.04 0.09 1.22 1.78 0.08 0.19 
15.561947 8.85 12.82 -2.40 -1.13 8.94 14.31 -1.67 0.21 0.83 1.51 -0.04 0.09 1.22 1.79 0.10 0.23 
15.566861 8.85 13.73 -2.40 -0.24 8.94 16.23 -1.67 1.09 0.83 1.51 -0.04 0.09 1.22 1.88 0.10 0.23 
15.601640 8.85 12.54 -2.40 -1.45 8.94 13.51 -1.67 -0.12 0.83 1.53 -0.04 0.08 1.22 1.86 0.10 0.23 
15.621973 8.85 12.96 -2.40 -0.98 8.94 14.30 -1.67 0.36 0.83 1.51 -0.04 0.09 1.22 1.82 0.10 0.23 
60.544501 7.32 8.72 -5.07 -5.79 6.55 9.09 -4.69 -5.07 0.63 1.10 -0.38 -0.47 0.92 1.37 -0.25 -0.39 
60.381658 4.04 4.07 -6.87 -9.64 4.42 5.82 -5.91 -7.90 0.92 1.66 0.05 0.30 1.18 1.84 0.17 0.41 
15.557902 8.84 12.80 -2.41 -1.15 8.93 14.28 -1.69 0.18 0.83 1.51 -0.04 0.09 1.22 1.79 0.10 0.23 
28.799058 9.43 11.62 -3.78 -3.16 8.87 12.16 -3.09 -1.92 1.12 1.70 0.06 0.15 1.31 1.94 0.19 0.29 
