Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
128.366099 18.51 30.40 4.64 15.11 15.82 29.66 4.18 14.28 0.82 1.64 -0.64 -0.69 1.04 1.50 -0.49 -0.63 
127.339862 18.57 30.46 4.69 15.16 15.90 29.74 4.27 14.38 0.82 1.64 -0.64 -0.69 1.04 1.50 -0.49 -0.62 
20.517748 10.66 15.31 -1.80 0.78 9.26 16.32 -1.55 1.16 1.08 1.66 -0.27 -0.24 1.28 1.60 -0.12 -0.07 
29.920192 13.37 19.69 -1.47 2.76 11.95 19.48 -1.22 3.11 1.55 2.11 -0.02 0.12 1.67 1.91 0.13 0.29 
18.908669 14.07 26.71 9.85 19.76 14.54 27.06 9.89 19.65 0.90 1.52 -0.34 -0.17 1.07 1.70 -0.18 0.05 
63.953946 22.69 42.19 12.96 30.00 22.53 43.91 13.25 30.51 1.59 2.61 -0.26 -0.08 1.68 3.32 -0.09 0.11 
20.827652 14.07 26.71 9.85 19.76 15.56 29.13 10.90 21.45 0.90 1.52 -0.34 -0.17 1.07 1.71 -0.17 0.12 
18.765698 14.07 26.71 9.85 19.76 14.42 26.85 9.77 19.60 0.90 1.52 -0.34 -0.17 1.07 1.67 -0.20 0.00 
18.839363 14.07 26.71 9.85 19.76 14.47 26.94 9.82 19.65 0.90 1.52 -0.34 -0.17 1.07 1.68 -0.19 0.02 
20.450476 14.07 27.76 9.85 20.80 14.42 27.95 9.77 20.64 0.90 1.52 -0.34 -0.18 1.07 1.88 -0.20 -0.01 
19.940218 14.07 26.52 9.85 19.52 14.42 26.76 9.77 19.37 0.90 1.51 -0.34 -0.19 1.07 1.67 -0.20 -0.02 
18.085917 14.07 26.76 9.85 19.85 14.42 26.85 9.77 19.68 0.90 1.53 -0.34 -0.16 1.07 1.69 -0.20 0.01 
3.298640 2.91 5.14 3.37 4.03 3.26 5.64 3.26 4.03 0.59 1.07 -0.28 -0.00 0.68 1.16 -0.23 -0.02 
22.702084 -2.30 -5.31 0.96 -4.14 -2.19 -4.90 -0.63 -2.75 0.27 0.59 -0.13 0.12 0.51 0.70 -0.01 -0.19 
16.574163 0.48 0.09 2.76 1.16 0.73 0.67 2.42 1.47 0.47 0.89 -0.63 -0.23 0.63 0.99 -0.13 -0.22 
27.919578 -4.41 -9.33 0.48 -8.99 -4.28 -8.86 -3.14 -7.45 0.14 0.28 -0.06 0.04 0.43 0.40 -0.07 -0.16 
10.387362 10.10 18.65 3.72 9.82 10.08 19.80 3.91 10.32 1.17 2.12 -0.21 -0.00 1.21 2.22 -0.17 0.11 
