Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
252.038787 16.06 31.20 12.04 25.52 17.37 31.87 12.89 26.65 1.27 2.53 0.23 0.81 1.32 2.56 0.26 0.94 
256.834758 16.12 31.30 12.09 25.67 17.45 32.00 12.96 26.82 1.27 2.52 0.24 0.82 1.32 2.57 0.27 0.95 
96.072644 10.24 19.67 7.20 16.43 11.70 20.97 8.06 17.88 1.12 2.17 0.07 0.48 1.19 2.38 0.12 0.75 
294.143386 15.00 28.16 7.73 19.42 15.76 28.89 8.67 21.14 1.37 2.88 0.39 0.91 1.51 2.89 0.44 1.14 
1326.962713 10.85 19.44 16.06 21.81 11.20 21.12 12.18 22.06 1.07 2.19 0.09 2.11 1.19 2.37 0.73 2.00 
147.478997 18.97 37.48 10.23 26.62 19.91 38.14 11.40 29.17 1.86 3.65 0.10 0.49 1.92 3.63 0.20 0.66 
96.445259 10.24 19.67 7.20 16.43 11.96 20.86 8.90 18.21 1.12 2.17 0.07 0.48 1.14 2.31 0.15 0.75 
96.443538 10.24 19.67 7.20 16.43 11.71 21.99 8.01 18.67 1.12 2.17 0.07 0.48 1.21 2.36 0.11 0.76 
95.953980 10.24 19.67 7.20 16.43 11.66 20.71 8.03 17.64 1.12 2.17 0.07 0.48 1.19 2.38 0.12 0.75 
100.364517 10.24 19.28 7.20 17.48 11.66 20.68 8.03 18.42 1.12 2.15 0.07 0.50 1.19 2.37 0.12 1.51 
83.896720 10.24 21.85 7.20 16.25 11.66 20.67 8.03 17.50 1.12 2.07 0.07 0.44 1.19 2.38 0.12 0.69 
87.469306 10.24 21.89 7.20 16.32 11.66 21.73 8.03 17.56 1.12 2.07 0.07 0.45 1.19 2.38 0.12 0.71 
44.959869 5.57 8.90 -4.97 -4.10 5.24 8.88 -3.83 -1.93 1.18 2.07 0.07 0.24 1.23 2.23 0.14 0.33 
23.826968 1.18 2.50 -6.66 -8.41 1.55 1.49 -5.51 -6.05 0.93 1.63 -0.11 -0.03 1.03 1.88 -0.02 0.10 
39.966744 -1.99 -3.30 -9.93 -14.49 -1.50 -4.18 -8.68 -11.82 0.83 1.48 -0.09 -0.03 0.96 1.85 0.02 0.13 
23.780637 1.21 2.52 -6.63 -8.40 1.58 1.53 -5.49 -6.05 0.93 1.63 -0.11 -0.03 1.03 1.88 -0.02 0.10 
47.612223 -3.19 -5.00 -8.90 -14.18 -2.23 -6.08 -7.86 -12.01 0.66 1.19 -0.24 -0.25 0.79 1.52 -0.16 -0.06 
24.107329 1.23 2.54 -6.63 -8.38 1.43 1.25 -5.73 -6.15 0.93 1.64 -0.11 -0.03 1.03 1.90 -0.02 0.18 
32.720829 2.60 5.20 -7.14 -7.95 3.28 5.45 -5.82 -5.19 1.35 2.42 -0.10 0.03 1.28 2.35 0.01 0.16 
23.864302 1.23 2.57 -6.58 -8.32 1.47 1.31 -5.47 -6.39 0.93 1.63 -0.11 -0.03 1.02 1.87 -0.01 0.10 
13.177793 2.04 5.46 -3.46 -3.32 2.93 3.97 -2.40 -1.14 0.88 1.65 -0.16 -0.06 1.00 1.91 -0.06 0.15 
13.204110 2.04 5.47 -3.46 -3.32 2.90 3.91 -2.41 -1.18 0.88 1.65 -0.16 -0.06 1.00 1.91 -0.06 0.15 
13.139915 1.88 5.67 -3.55 -3.05 2.78 3.62 -2.49 -0.85 0.88 1.64 -0.17 -0.07 0.99 1.86 -0.07 0.14 
14.201364 1.73 5.32 -3.94 -3.67 2.59 3.05 -2.87 -1.43 0.88 1.63 -0.17 -0.07 0.99 1.86 -0.07 0.13 
7.025650 2.00 6.53 0.88 3.65 3.24 4.55 1.77 5.30 0.79 1.48 -0.41 -0.14 0.81 1.75 -0.24 0.19 
4.042801 4.50 11.39 2.65 7.37 5.95 9.33 3.53 8.86 0.90 1.63 -0.32 -0.04 0.96 2.02 -0.18 0.25 
42.070774 7.85 18.01 5.99 13.87 9.21 15.85 6.80 15.25 1.03 1.85 -0.09 0.29 1.02 2.25 0.01 0.54 
6.816789 2.00 3.62 2.23 5.03 2.96 4.36 2.76 6.28 0.70 1.42 -0.31 0.04 0.76 1.55 -0.12 0.28 
4.983708 3.27 8.87 2.88 6.75 4.49 6.79 3.81 8.39 0.83 1.58 -0.53 -0.06 0.89 1.87 -0.42 0.16 
9.393645 6.92 16.05 5.32 12.50 8.38 14.02 6.22 13.90 1.01 1.84 -0.32 0.05 1.07 2.25 -0.17 0.36 
4.030217 4.48 11.35 2.60 7.30 6.02 9.36 3.60 8.89 0.90 1.63 -0.32 -0.04 0.95 2.01 -0.18 0.24 
4.230603 4.67 11.82 2.51 7.41 6.22 9.76 3.49 8.96 0.92 1.67 -0.32 -0.05 0.99 2.05 -0.18 0.24 
4.029811 4.47 11.33 2.56 7.24 6.06 9.55 3.58 9.03 0.90 1.63 -0.32 -0.04 0.96 2.02 -0.18 0.25 
4.198153 4.71 11.73 2.50 7.26 6.33 10.09 3.53 9.05 0.92 1.66 -0.30 -0.04 1.00 2.06 -0.17 0.24 
