Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
17.758619 6.03 11.07 9.52 11.34 6.50 11.99 6.44 12.82 0.40 0.71 -0.09 0.18 0.71 1.16 0.08 0.41 
18.326364 6.09 11.18 9.58 11.45 6.57 12.12 6.50 12.92 0.40 0.72 -0.09 0.18 0.71 1.16 0.08 0.41 
178.417939 -0.67 -2.74 3.94 0.80 -0.02 -0.60 0.51 0.57 0.37 0.89 -0.02 0.72 0.61 1.04 0.21 1.00 
109.532439 11.43 20.57 13.07 17.76 12.11 22.68 10.61 19.76 0.52 1.32 0.08 0.53 0.87 1.25 0.15 0.64 
99.634903 5.18 7.72 11.18 8.44 4.82 8.90 5.37 8.69 0.59 1.07 -0.06 0.53 0.83 1.26 0.15 0.70 
89.506283 19.57 37.58 17.60 33.44 20.79 39.26 18.71 34.60 1.12 1.92 -0.25 0.27 1.31 2.26 -0.01 0.66 
17.751723 6.03 11.07 9.52 11.34 6.56 11.36 6.28 12.88 0.40 0.71 -0.09 0.18 0.72 0.99 0.11 0.44 
18.301224 6.03 11.07 9.52 11.34 7.61 14.21 7.34 14.91 0.40 0.71 -0.09 0.18 0.71 1.12 0.12 0.43 
17.766482 6.03 11.07 9.52 11.34 6.62 12.15 6.41 12.91 0.40 0.71 -0.09 0.18 0.71 1.13 0.08 0.43 
17.395468 6.03 10.15 9.52 11.06 6.56 11.82 6.28 12.54 0.40 0.95 -0.09 0.18 0.72 1.11 0.11 0.42 
27.403688 6.03 12.21 9.52 12.58 6.56 12.55 6.28 12.81 0.40 0.70 -0.09 0.24 0.72 1.14 0.11 0.79 
19.553488 6.03 10.29 9.52 11.13 6.56 11.59 6.28 13.09 0.40 0.89 -0.09 0.19 0.72 1.03 0.11 0.37 
59.765806 4.93 8.94 8.08 8.52 5.14 8.88 4.92 9.15 -0.21 0.04 -0.45 -0.50 0.24 0.26 -0.26 -0.44 
39.651740 -0.10 -1.98 3.96 0.35 0.56 -0.47 0.51 1.57 0.31 0.82 -0.06 0.28 0.58 0.91 0.16 0.49 
17.304971 6.03 10.14 9.52 11.04 6.56 11.81 6.27 12.53 0.40 0.95 -0.09 0.18 0.72 1.11 0.11 0.42 
28.120549 6.49 12.16 10.47 9.52 7.28 12.95 6.17 12.00 0.34 0.65 -0.11 0.25 0.65 1.06 0.06 0.31 
13.935054 3.05 4.36 7.83 5.86 3.38 5.32 3.40 6.51 0.35 0.74 -0.13 0.15 0.64 0.91 0.05 0.28 
