Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
33.857975 17.30 29.75 6.47 16.95 16.41 30.46 6.91 17.65 1.32 2.15 -0.11 0.14 1.48 2.62 0.04 0.29 
34.490098 17.36 29.86 6.53 17.07 16.49 30.69 6.99 17.81 1.32 2.15 -0.11 0.14 1.48 2.61 0.05 0.30 
27.411283 11.23 19.39 1.22 7.42 10.65 19.86 1.82 8.33 1.27 2.23 -0.00 0.16 1.35 2.55 0.04 0.23 
162.549175 14.04 24.34 1.66 9.82 13.80 26.19 2.28 10.75 1.76 2.91 0.30 0.62 1.80 3.20 0.34 0.68 
163.642126 13.78 27.32 12.55 24.71 14.65 27.51 12.88 25.05 1.19 2.22 -0.16 0.64 1.24 2.36 -0.07 0.66 
113.743718 16.51 29.06 3.49 14.48 16.52 32.06 4.27 15.85 2.25 4.08 0.10 0.39 2.27 4.16 0.16 0.44 
27.648437 11.23 19.39 1.22 7.42 11.55 21.75 2.84 10.30 1.27 2.23 -0.00 0.16 1.33 2.54 0.05 0.24 
27.477665 11.23 19.39 1.22 7.42 10.69 20.15 1.70 8.23 1.27 2.23 -0.00 0.16 1.35 2.49 0.03 0.22 
27.404216 11.23 19.39 1.22 7.42 10.61 19.90 1.84 8.32 1.27 2.23 -0.00 0.16 1.34 2.53 0.05 0.24 
26.495774 11.23 20.43 1.22 8.31 10.61 18.49 1.84 9.22 1.27 2.22 -0.00 0.16 1.34 2.50 0.05 0.23 
26.200999 11.23 20.14 1.22 7.98 10.61 19.25 1.84 8.89 1.27 2.23 -0.00 0.15 1.34 2.47 0.05 0.23 
26.701223 11.23 20.26 1.22 8.13 10.61 21.02 1.84 9.03 1.27 2.23 -0.00 0.16 1.34 2.53 0.05 0.23 
36.480887 1.45 1.43 -8.26 -11.10 1.11 0.48 -7.62 -10.14 0.90 1.50 -0.19 -0.21 0.98 1.74 -0.15 -0.15 
26.072808 11.21 20.07 1.19 7.90 10.58 19.22 1.80 8.79 1.27 2.23 -0.00 0.15 1.34 2.47 0.05 0.23 
108.954597 7.84 11.72 -5.79 -4.24 7.05 12.51 -5.14 -3.30 1.61 2.46 0.25 0.46 1.59 2.78 0.29 0.52 
10.485494 8.43 18.01 4.59 11.61 9.33 17.06 5.01 12.11 0.97 1.78 -0.13 0.07 1.04 1.96 -0.09 0.15 
12.124349 10.17 21.53 7.74 17.29 11.13 20.52 8.21 17.73 1.08 1.94 -0.42 -0.06 1.14 2.12 -0.32 0.12 
6.087303 6.97 15.48 3.26 9.22 7.89 14.25 3.69 9.78 0.94 1.72 -0.18 0.02 1.01 1.91 -0.13 0.12 
