Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
561.113339 14.86 28.31 14.64 25.79 15.49 28.97 13.96 26.38 0.98 2.03 0.35 1.31 1.12 2.22 0.58 1.46 
566.024350 14.92 28.43 14.69 25.89 15.55 29.09 14.01 26.49 0.98 2.03 0.35 1.32 1.13 2.22 0.59 1.46 
398.010433 8.81 16.66 9.95 15.73 9.52 17.62 8.90 17.04 0.81 1.66 0.24 1.12 0.90 1.89 0.47 1.21 
583.853321 13.80 27.46 10.32 21.43 14.61 27.55 11.44 22.43 1.06 2.23 0.57 1.35 1.23 2.38 0.61 1.48 
1087.380484 8.52 14.76 13.83 16.08 8.35 15.83 8.41 15.13 0.88 1.88 0.35 1.90 1.06 2.02 0.65 1.98 
269.559423 21.06 39.21 14.00 32.85 21.47 41.26 15.47 34.19 1.67 3.02 0.20 0.78 1.60 3.17 0.29 1.09 
267.894800 21.06 39.21 14.00 32.85 20.92 38.67 15.52 33.70 1.67 3.02 0.20 0.78 1.57 3.05 0.27 0.99 
273.226524 21.06 39.21 14.00 32.85 22.47 43.01 16.64 35.76 1.67 3.02 0.20 0.78 1.59 3.22 0.28 1.18 
268.756947 21.06 39.21 14.00 32.85 21.43 39.30 15.54 34.11 1.67 3.02 0.20 0.78 1.60 3.01 0.25 1.11 
217.873473 21.06 38.64 14.00 33.95 20.92 39.53 15.52 34.71 1.67 2.95 0.20 0.66 1.57 3.06 0.27 0.96 
211.476556 21.06 39.36 14.00 33.64 20.92 40.68 15.52 34.42 1.67 3.05 0.20 0.64 1.57 3.08 0.27 0.94 
214.904354 21.06 40.30 14.00 33.77 20.92 39.72 15.52 34.54 1.67 3.00 0.20 0.65 1.57 3.04 0.27 0.95 
126.455097 14.05 28.18 2.11 13.49 14.28 26.79 4.02 15.90 1.84 3.57 0.19 0.50 1.71 2.86 0.28 0.67 
67.832180 11.74 23.46 0.50 10.56 12.00 22.32 2.44 13.02 1.99 4.00 -0.07 0.25 2.06 3.16 0.04 0.57 
219.307949 11.47 17.93 -4.66 3.05 10.45 15.91 -2.36 6.86 2.82 5.11 0.17 0.63 2.82 3.06 0.24 0.90 
65.780463 11.80 23.39 0.54 10.56 12.05 22.43 2.48 13.10 1.99 4.05 -0.07 0.23 2.06 3.17 0.04 0.54 
92.140522 13.59 23.08 1.50 11.58 14.10 26.45 3.52 14.40 2.56 4.80 -0.11 0.23 2.43 4.55 -0.00 0.50 
65.127558 11.69 23.35 0.51 10.47 11.54 20.52 1.95 11.89 1.96 3.98 -0.07 0.24 2.08 3.08 0.06 0.53 
42.659739 3.54 2.73 -5.23 -2.52 2.29 1.51 -4.02 -1.93 1.16 2.09 -0.46 -0.34 1.09 2.26 -0.27 0.11 
42.660884 3.54 2.66 -5.23 -2.55 2.08 0.91 -4.07 -2.23 1.16 2.03 -0.46 -0.34 1.12 2.25 -0.26 0.14 
60.232372 1.63 4.53 -6.48 -5.81 1.03 -0.58 -5.26 -5.16 1.30 2.37 -0.52 -0.39 1.07 2.12 -0.33 0.07 
