Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
75.127451 18.98 37.09 15.67 31.46 20.44 38.11 16.60 32.88 1.19 2.05 -0.19 0.22 1.31 2.54 -0.01 0.50 
76.343204 19.04 37.20 15.73 31.57 20.52 38.23 16.67 33.01 1.20 2.05 -0.18 0.22 1.31 2.55 -0.01 0.50 
187.224366 23.66 44.78 16.21 34.31 24.38 45.96 17.23 35.93 1.38 2.49 0.06 0.57 1.58 2.80 0.24 0.81 
1087.479346 20.03 37.12 25.49 38.55 20.17 38.41 21.22 39.37 1.15 2.30 -0.43 1.84 1.38 2.58 0.62 1.82 
142.294194 27.63 52.47 18.82 41.83 28.27 52.00 20.08 44.11 1.82 3.18 -0.15 0.19 1.88 3.55 0.03 0.37 
77.422832 18.98 37.09 15.67 31.46 21.36 38.76 17.47 33.79 1.19 2.05 -0.19 0.22 1.31 2.49 0.02 0.61 
75.615178 18.98 37.09 15.67 31.46 20.43 38.80 16.61 33.18 1.19 2.05 -0.19 0.22 1.31 2.45 -0.03 0.42 
74.838709 18.98 37.09 15.67 31.46 20.41 37.83 16.56 32.69 1.19 2.05 -0.19 0.22 1.31 2.54 -0.00 0.52 
75.505689 18.98 36.83 15.67 32.51 20.41 37.66 16.56 33.74 1.19 2.22 -0.19 0.21 1.31 2.52 -0.00 0.52 
69.363728 18.98 36.90 15.67 31.24 20.41 39.09 16.56 32.50 1.19 2.03 -0.19 0.18 1.31 2.30 -0.00 0.47 
71.806625 18.98 36.98 15.67 31.33 20.41 39.10 16.56 32.58 1.19 2.04 -0.19 0.20 1.31 2.32 -0.00 0.49 
