Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
142.489810 12.96 22.48 5.89 11.79 13.02 22.51 6.04 11.80 0.86 1.75 0.16 0.63 1.01 1.98 0.31 0.78 
144.342769 13.02 22.58 5.94 11.89 13.09 22.64 6.11 11.93 0.86 1.75 0.16 0.63 1.01 1.99 0.31 0.79 
325.206862 16.72 26.14 5.75 12.77 16.14 25.71 5.95 12.86 1.24 2.59 0.45 0.97 1.63 2.75 0.60 1.13 
260.720591 14.82 27.03 16.47 23.48 14.66 27.18 13.38 23.98 0.72 1.69 0.23 0.85 1.04 1.76 0.27 0.93 
168.028566 22.83 39.73 10.08 25.13 22.05 41.53 10.49 25.63 1.71 2.80 0.17 0.57 1.95 3.58 0.34 0.75 
142.880683 12.96 22.48 5.89 11.79 13.55 22.32 6.96 13.11 0.86 1.75 0.16 0.63 1.08 1.95 0.33 0.79 
142.594114 12.96 22.48 5.89 11.79 13.18 22.80 6.03 12.00 0.86 1.75 0.16 0.63 1.02 1.98 0.28 0.74 
142.422797 12.96 22.48 5.89 11.79 12.93 22.33 6.01 11.65 0.86 1.75 0.16 0.63 1.01 1.99 0.32 0.80 
142.220828 12.96 23.51 5.89 12.82 12.93 23.43 6.01 12.69 0.86 1.76 0.16 0.63 1.01 2.00 0.32 0.80 
142.162620 12.96 23.37 5.89 12.53 12.93 23.25 6.01 12.42 0.86 1.74 0.16 0.63 1.01 2.01 0.32 0.79 
142.386334 12.96 23.44 5.89 12.65 12.93 23.29 6.01 12.53 0.86 1.75 0.16 0.63 1.01 1.99 0.32 0.80 
15.321778 6.39 10.81 -0.77 0.15 6.59 11.08 -0.56 0.19 0.67 1.26 -0.11 0.12 0.79 1.51 0.05 0.30 
57.406822 -0.93 -5.19 -11.28 -18.81 -1.29 -5.25 -10.91 -18.49 0.64 1.09 -0.24 -0.22 0.97 1.34 -0.08 -0.06 
