Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
14.137771 3.20 5.24 -1.93 -2.99 3.85 6.22 -1.53 -2.38 0.54 0.95 -0.32 -0.20 0.65 1.07 -0.18 -0.05 
13.653754 3.26 5.35 -1.88 -2.89 3.93 6.37 -1.46 -2.24 0.54 0.95 -0.32 -0.20 0.66 1.07 -0.18 -0.05 
28.172954 7.51 11.54 -1.60 -0.79 7.76 12.32 -1.13 -0.07 0.81 1.53 -0.04 0.21 1.14 1.77 0.11 0.35 
23.825035 4.91 8.00 8.82 7.70 4.98 8.56 5.50 9.46 0.42 0.98 -0.26 0.23 0.72 1.18 0.03 0.13 
16.021709 13.21 22.73 1.66 8.48 12.96 25.38 2.36 9.68 1.39 2.11 -0.18 -0.04 1.45 2.61 -0.03 0.13 
12.479889 3.26 5.35 -1.88 -2.89 4.64 8.16 -0.47 -0.48 0.54 0.95 -0.32 -0.20 0.76 1.15 -0.16 0.01 
12.369452 3.26 5.35 -1.88 -2.89 4.97 8.33 -0.48 -0.18 0.54 0.95 -0.32 -0.20 0.62 1.08 -0.19 -0.07 
12.368070 3.26 5.35 -1.88 -2.89 4.95 8.34 -0.46 -0.21 0.54 0.95 -0.32 -0.20 0.63 1.10 -0.18 -0.05 
12.797736 3.26 6.09 -1.88 -1.85 4.95 8.63 -0.46 0.83 0.54 1.02 -0.32 -0.21 0.63 1.10 -0.18 -0.06 
13.189847 3.26 5.30 -1.88 -3.14 4.95 8.46 -0.46 -0.45 0.54 0.93 -0.32 -0.21 0.63 1.05 -0.18 -0.06 
11.841043 3.26 5.31 -1.88 -2.79 4.95 8.34 -0.46 -0.13 0.54 0.96 -0.32 -0.19 0.63 1.08 -0.18 -0.05 
116.604534 -3.63 -8.22 -9.26 -16.86 -1.75 -4.93 -7.69 -13.90 0.36 0.55 -0.51 -0.58 0.44 0.64 -0.39 -0.46 
11.121372 3.37 5.50 -1.84 -2.69 5.06 8.56 -0.41 -0.01 0.55 0.97 -0.31 -0.18 0.65 1.09 -0.18 -0.04 
28.088662 7.11 10.41 -2.50 -2.18 8.28 13.37 -1.00 0.62 0.83 1.54 -0.03 0.20 1.15 1.78 0.11 0.34 
34.114774 -2.82 -6.69 -3.01 -9.40 -1.52 -4.13 -2.46 -7.01 0.14 0.20 -0.31 -0.27 0.48 0.63 -0.28 -0.19 
31.041300 10.96 20.59 9.97 17.75 12.58 23.25 11.13 20.11 0.80 1.45 -0.27 0.21 0.94 1.68 -0.12 0.37 
23.234662 5.21 7.22 -4.72 -5.55 6.09 10.77 -3.10 -2.50 0.86 1.38 -0.29 -0.25 1.07 1.51 -0.15 -0.10 
10.490811 3.42 5.61 -1.72 -2.50 5.33 9.16 -0.04 0.66 0.55 0.97 -0.31 -0.18 0.69 1.09 -0.17 -0.03 
2.172951 7.82 14.60 4.07 8.32 9.84 18.01 5.69 11.34 0.71 1.29 -0.30 -0.06 0.80 1.42 -0.16 0.12 
14.127863 11.73 21.70 4.91 11.75 13.52 25.19 6.64 14.95 0.92 1.68 -0.18 0.08 1.14 1.79 -0.02 0.27 
2.174569 7.82 14.59 4.06 8.32 9.85 18.03 5.69 11.39 0.71 1.29 -0.30 -0.06 0.80 1.43 -0.17 0.11 
9.325530 4.52 7.35 6.97 7.15 5.96 10.53 6.31 10.76 0.45 0.93 -0.36 0.11 0.70 1.14 -0.03 0.06 
