Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
6.327525 10.54 19.33 3.54 10.39 11.12 20.00 4.24 11.51 0.92 1.71 -0.26 -0.10 1.09 1.96 -0.10 0.10 
6.348330 10.60 19.45 3.59 10.51 11.19 20.16 4.32 11.65 0.92 1.71 -0.26 -0.10 1.09 1.97 -0.09 0.10 
50.300553 14.71 25.75 3.89 12.48 14.43 26.23 4.62 13.65 1.19 2.34 -0.00 0.29 1.47 2.51 0.16 0.46 
132.685350 12.54 22.38 14.48 22.98 12.88 23.09 13.09 23.22 0.81 1.61 -0.26 0.58 1.01 1.84 0.20 0.68 
43.305522 18.34 34.34 6.54 19.68 18.45 35.73 7.50 21.36 1.61 2.75 -0.12 0.08 1.77 3.16 0.03 0.25 
6.770088 10.54 19.33 3.54 10.39 11.82 21.91 5.21 12.36 0.92 1.71 -0.26 -0.10 1.08 1.98 -0.07 0.14 
6.358226 10.54 19.33 3.54 10.39 11.20 20.02 4.18 11.60 0.92 1.71 -0.26 -0.10 1.11 1.94 -0.12 0.05 
6.297916 10.54 19.33 3.54 10.39 11.04 19.95 4.23 11.38 0.92 1.71 -0.26 -0.10 1.09 1.97 -0.09 0.12 
6.742137 10.54 18.95 3.54 11.35 11.04 19.60 4.23 12.36 0.92 1.73 -0.26 -0.11 1.09 1.95 -0.09 0.10 
6.120830 10.54 20.46 3.54 10.08 11.04 20.41 4.23 11.08 0.92 1.58 -0.26 -0.10 1.09 2.00 -0.09 0.11 
6.294142 10.54 20.56 3.54 10.22 11.04 21.71 4.23 11.21 0.92 1.60 -0.26 -0.10 1.09 1.91 -0.09 0.11 
41.894764 2.87 2.48 -8.21 -11.47 2.46 3.37 -7.36 -10.14 0.86 1.07 -0.30 -0.28 1.04 1.78 -0.15 -0.14 
